anime_id,name,genre,type,episodes,rating_x,members,user_id,rating_y
48,.hack//Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304,27364,8
30544,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657,27364,-1
383,Galaxy Angel,"Comedy, Sci-Fi",TV,24,7.14,17601,27364,6
21653,IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626,27364,-1
3616,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power",TV,12,7.14,27761,27364,8
10372,Kamisama Dolls,"Action, Seinen, Supernatural",TV,13,7.14,47665,27364,-1
7904,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386,27364,-1
10336,Last Exile: Ginyoku no Fam,"Action, Adventure, Sci-Fi",TV,21,7.14,28616,27364,8
2151,Nils no Fushigi na Tabi,"Adventure, Fantasy, Kids",TV,52,7.14,2702,27364,-1
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",OVA,1,7.14,22614,27364,7
2993,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,13,7.14,299278,27364,8
4650,Seihou Bukyou Outlaw Star Pilot,"Action, Sci-Fi, Space",Special,1,7.14,4046,27364,7
58,Blue Gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581,27364,8
998,Blue Seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194,27364,-1
2206,Galaxy Angel Z Special,"Comedy, Sci-Fi",Special,1,7.13,2208,27364,6
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785,27364,6
8630,Hidan no Aria,"Action, Comedy, Romance, School",TV,12,7.13,171888,27364,9
2403,Kodomo no Jikan (TV),"Comedy, Ecchi, School",TV,12,7.13,63348,27364,8
8876,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466,27364,-1
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,"Comedy, Romance, Slice of Life",Special,1,7.13,19538,27364,-1
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517,27364,-1
10276,Prince of Tennis: Mini Theater,Comedy,Special,3,7.13,3010,27364,-1
30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,27364,-1
2604,Sky Girls,"Mecha, Military, Sci-Fi",TV,26,7.13,17115,27364,-1
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,4,7.12,126699,27364,-1
18097,Inazuma Eleven Go: Galaxy,"Shounen, Sports, Super Power",TV,43,7.11,9258,27364,-1
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254,27364,-1
9041,IS: Infinite Stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543,27364,8
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577,27364,7
4082,Kaibutsu Oujo: Konsui Oujo,"Comedy, Horror, Supernatural",Special,1,7.12,7362,27364,7
20039,Kill Me Baby: Butsuzou Kegatte Nise Halloween,"Comedy, School",OVA,1,7.12,7171,27364,-1
1137,Mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722,27364,-1
32553,Nisekoi: OVA,"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022,27364,-1
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Comedy, Ecchi, School, Sports",OVA,1,7.12,10122,27364,8
659,Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life",Special,1,7.11,28941,27364,7
10504,Gosick Recap,"Historical, Mystery, Shounen",Special,1,7.11,8792,27364,9
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,"Comedy, Harem, Parody, Shounen",TV,12,7.11,31435,27364,-1
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762,27364,-1
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253,27364,8
941,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273,27364,-1
11487,Sekiranun Graffiti,Music,Music,1,7.11,4014,27364,-1
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321,27364,-1
5955,Toaru Majutsu no Index-tan,"Comedy, Parody",Special,2,7.11,32949,27364,8
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764,27364,7
5342,Asura Cryin&#039;,"Action, Mecha, Supernatural",TV,13,7.1,68608,27364,8
596,Chobits: Chibits,"Comedy, Romance",Special,1,7.1,35513,27364,7
859,Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.1,41021,27364,6
18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298,27364,-1
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203,27364,7
6749,Prince of Tennis: The Band of Princes Film Kick the Future,"Action, Music",Music,1,7.1,3826,27364,-1
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.1,90713,27364,9
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449,27364,8
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12,7.1,6249,27364,6
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy",TV,13,7.1,34732,27364,9
1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902,27364,-1
1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986,27364,7
892,Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740,27364,7
5072,Dragonaut: The Resonance Special,"Action, Mecha, Romance, Sci-Fi, Space",Special,1,7.09,6311,27364,-1
12225,Galaxy Angel S,"Comedy, Sci-Fi",Special,1,7.09,1205,27364,6
21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899,27364,-1
31368,Grisaia no Rakuen Specials,Ecchi,Special,5,7.09,15055,27364,-1
24261,Hitsugi no Chaika OVA,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605,27364,-1
10934,Itsuka Tenma no Kuro Usagi OVA,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,7.09,13397,27364,8
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",TV,51,7.09,5936,27364,8
7593,Kiss x Sis (TV),"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,7.09,215361,27364,7
4786,Kodomo no Jikan Recap,"Comedy, Ecchi, School",OVA,1,7.09,8228,27364,8
17635,Koitabi: True Tours Nanto,Romance,Special,6,7.09,7452,27364,-1
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi",TV,24,7.09,30225,27364,-1
3654,Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401,27364,9
6884,Ookami to Koushinryou II Specials,Fantasy,Special,2,7.09,34903,27364,-1
1104,Shinkon Gattai Godannar!! 2nd Season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,7.09,4865,27364,-1
5307,Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.09,17574,27364,-1
689,Uta Kata Special,"Drama, Magic",Special,1,7.09,4385,27364,8
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,"Comedy, Ecchi, Military",Special,1,7.08,2188,27364,-1
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030,27364,-1
5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145,27364,-1
1584,Stratos 4 Advance Kanketsu-hen,"Comedy, Military, Sci-Fi",OVA,2,7.08,1876,27364,7
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Comedy, Martial Arts, Romance",TV,22,7.08,31385,27364,-1
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,"Comedy, Ecchi, Martial Arts, Romance",Special,2,7.08,7082,27364,-1
9331,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183,27364,9
579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi",TV,15,7.07,22292,27364,-1
11285,Black★Rock Shooter (TV),"Action, Drama, School, Slice of Life",TV,8,7.07,198991,27364,7
3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444,27364,-1
12255,Carnival Phantasm: Illya-jou,"Comedy, Parody",Special,1,7.07,19277,27364,7
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999,27364,-1
8360,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1346,27364,-1
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",TV,100,7.07,1656,27364,8
4078,Kyou no 5 no 2 Kagai Jugyou: Mizukake,"Comedy, Ecchi, School, Seinen",Special,1,7.07,4623,27364,8
632,Mahoromatic End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.07,4783,27364,7
31138,Overlord: Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8,7.07,25625,27364,-1
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12,7.07,115338,27364,10
7669,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi,"Comedy, Fantasy, School",OVA,1,7.06,14351,27364,-1
9776,A-Channel,"Comedy, School, Seinen, Slice of Life",TV,12,7.06,58564,27364,-1
9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100,27364,-1
456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26,7.06,12234,27364,-1
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,7.06,19904,27364,-1
673,Mai-HiME Specials,Comedy,Special,27,7.06,9210,27364,7
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural",TV,12,7.06,26883,27364,-1
25099,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774,27364,-1
12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.06,19427,27364,-1
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,12,7.06,52928,27364,-1
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,11,7.06,93637,27364,8
834,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241,27364,8
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051,27364,-1
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",TV,13,7.05,25225,27364,7
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279,27364,7
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,7.05,17276,27364,-1
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12,7.05,42927,27364,9
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,7.05,59164,27364,8
1119,Pokemon: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.05,58359,27364,6
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684,27364,-1
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,12,7.05,46940,27364,8
789,Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural",TV,6,7.05,32297,27364,-1
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133,27364,-1
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,1,7.05,5050,27364,-1
15673,Tell Your World,Music,Music,1,7.05,2630,27364,-1
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754,27364,7
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934,27364,8
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,1,7.04,12647,27364,7
3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13,7.04,41920,27364,-1
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,7.04,46874,27364,-1
28221,Etotama,"Action, Comedy, Fantasy",TV,12,7.04,36463,27364,-1
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6,7.04,5867,27364,-1
10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.04,85178,27364,7
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,7.04,100999,27364,-1
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1,7.04,625,27364,-1
10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,1,7.04,7198,27364,-1
32634,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,12,7.04,4250,27364,-1
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7.04,13929,27364,7
5996,Prince of Tennis: Oshougatsu Special,"Action, Comedy, Shounen, Sports",Special,1,7.04,5000,27364,-1
7768,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,12,7.04,28812,27364,9
4166,To Heart 2 AD,"Comedy, Ecchi, Romance",OVA,2,7.04,4412,27364,8
687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,52,7.04,67936,27364,5
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,7.04,23727,27364,-1
6165,White Album 2nd Season,"Drama, Harem, Music, Romance",TV,13,7.04,24889,27364,-1
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,7.04,23532,27364,7
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26,7.04,6753,27364,7
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",Movie,1,7.03,21916,27364,-1
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,13,7.03,135255,27364,-1
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.03,27194,27364,7
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,1,7.03,18682,27364,7
981,Ichigo 100% OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,4,7.03,19508,27364,-1
18045,Koi to Senkyo to Chocolate Special,"Drama, Romance, School",Special,1,7.03,15430,27364,-1
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,13,7.03,6786,27364,-1
1174,Munto,"Fantasy, Magic, Romance",OVA,1,7.03,12271,27364,-1
229,Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,12,7.03,23125,27364,6
6201,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,12,7.03,104098,27364,8
1954,Rayearth,"Action, Adventure, Fantasy",OVA,3,7.03,9637,27364,5
28105,Shirobako Specials,"Adventure, Comedy",Special,2,7.03,11669,27364,-1
33491,Shounen Maid Special,"Comedy, Shoujo, Slice of Life",OVA,1,7.03,2480,27364,-1
4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12,7.02,110748,27364,8
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,52,7.02,22429,27364,7
1186,Battle Athletess Daiundoukai (TV),"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,26,7.02,4806,27364,-1
8440,Black Lagoon Omake,Comedy,Special,7,7.02,33923,27364,9
2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,1,7.02,2819,27364,7
7559,Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,2,7.02,23498,27364,-1
126,Futakoi Alternative,"Comedy, Drama, Romance",TV,13,7.02,21516,27364,8
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,"Comedy, Ecchi, Romance, School",Special,1,7.02,17770,27364,7
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,"Ecchi, Romance, Shounen",Special,1,7.02,13415,27364,-1
10213,Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,12,7.02,116683,27364,9
11227,Rinne no Lagrange,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.02,41486,27364,7
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,"Comedy, Ecchi, Harem, Romance",Special,1,7.01,41444,27364,-1
419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,26,7.02,38580,27364,-1
11751,"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...","Action, Music, Sci-Fi",TV,13,7.02,47588,27364,8
1111,Vandread: Gekitou-hen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,1,7.02,5170,27364,7
31909,Wakaba*Girl: Onsen Tsukaritai,"Comedy, Slice of Life",Special,1,7.02,4284,27364,-1
1248,Zone of the Enders: Idolo,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,1,7.02,5564,27364,7
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,1,7.01,67778,27364,-1
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",OVA,1,7.01,2313,27364,7
8277,Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,7.01,99201,27364,9
641,Ichigo 100% Special 2,"Comedy, Ecchi, Romance, Shounen",Special,1,7.01,13562,27364,-1
5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,13,7.01,23757,27364,10
193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,7.01,61004,27364,8
9693,Moshidora,"Drama, Sports",TV,10,7.01,15952,27364,9
20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,1,7.0,121722,27364,9
1129,UFO Princess Valkyrie: Special,"Comedy, Romance, Sci-Fi",Special,1,7.01,2495,27364,7
30355,Wakaba*Girl,"Comedy, School, Slice of Life",TV,13,7.01,22773,27364,-1
11837,Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,13,7.01,65633,27364,7
750,Binchou-tan,"Comedy, Slice of Life",TV,12,7.0,6960,27364,-1
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Movie,1,7.0,2334,27364,8
514,Cossette no Shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,3,7.0,40318,27364,-1
124,Fushigi Yuugi: Eikouden,"Adventure, Drama, Fantasy, Romance, Shoujo",OVA,4,7.0,11740,27364,-1
13377,Recorder to Randoseru Re♪,"Comedy, School, Seinen, Slice of Life",TV,13,7.0,17283,27364,7
30806,Schwarzesmarken,"Action, Drama, Historical, Mecha, Military, Sci-Fi",TV,12,7.0,51632,27364,-1
21851,Tesagure! Bukatsumono Encore,"Parody, School, Slice of Life",TV,12,7.0,2084,27364,-1
2274,CLAMP in Wonderland,Music,Music,1,6.99,12267,27364,7
292,Dear Boys,"Drama, Shounen, Sports",TV,26,6.99,12662,27364,8
896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.99,57840,27364,-1
32153,Mahou Shoujo Madoka★Magica: Concept Movie,"Drama, Magic, Psychological, Thriller",Movie,1,6.99,5452,27364,-1
31756,Owari no Seraph: The Beginning of the End,"Action, Drama, Shounen, Supernatural, Vampire",Special,1,6.99,14248,27364,-1
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"Comedy, Romance, Sci-Fi",OVA,2,6.99,3993,27364,6
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen",TV,12,6.98,27417,27364,-1
10604,Hidan no Aria Special,"Action, Comedy, Mystery, Romance",Special,1,6.98,32988,27364,8
3349,Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power",TV,24,6.98,13368,27364,-1
10893,Kyousou Giga,"Action, Fantasy, Supernatural",ONA,1,6.98,31096,27364,-1
89,Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,6.98,12673,27364,-1
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo",OVA,1,6.97,12690,27364,-1
11241,Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,12,6.97,82205,27364,-1
1817,DearS: Kin no Tama desu no?,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,6.97,18412,27364,6
25907,Glass no Hana to Kowasu Sekai,Sci-Fi,Movie,1,6.97,17105,27364,-1
261,Happy☆Lesson: Advance,"Comedy, Harem, Romance, Slice of Life",TV,13,6.97,9989,27364,7
9675,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",OVA,1,6.97,35753,27364,-1
6112,Shin Koihime†Musou,"Comedy, Ecchi, Fantasy, Historical",TV,12,6.97,20742,27364,7
1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",TV,12,6.97,22282,27364,-1
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.96,1148,27364,-1
12549,"Dakara Boku wa, H ga Dekinai.","Comedy, Ecchi, Romance, Supernatural",TV,12,6.96,169615,27364,-1
262,Happy☆Lesson: The Final,"Comedy, Harem, Romance, School",OVA,3,6.96,6371,27364,7
1956,Ikkitousen: Dragon Destiny,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,6.96,47117,27364,6
4196,Ikkitousen: Great Guardians,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,6.96,37436,27364,6
17497,Jewelpet Happiness,"Fantasy, Magic, Shoujo",TV,52,6.96,1250,27364,-1
5045,Kamen no Maid Guy OVA,"Action, Comedy, Ecchi",OVA,1,6.96,7074,27364,8
20473,Teekyuu 3,"Comedy, School, Shounen, Sports",TV,12,6.96,13227,27364,-1
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",OVA,1,6.96,6082,27364,6
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,Comedy,Special,2,6.96,26302,27364,9
4548,Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,12,6.96,68023,27364,-1
1214,Binbou Shimai Monogatari,"Comedy, Drama, Seinen, Slice of Life",TV,10,6.95,11966,27364,-1
29101,Grisaia no Kajitsu Specials,Ecchi,Special,6,6.95,26747,27364,-1
7580,Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,6.95,28260,27364,6
11079,Kill Me Baby,"Comedy, School, Seinen",TV,13,6.95,54288,27364,10
670,Lamune,"Drama, Romance, Slice of Life",TV,12,6.95,28716,27364,-1
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,"Drama, Mecha, Military, Romance, Sci-Fi",Movie,1,6.95,8078,27364,8
5940,Seiken no Blacksmith,"Action, Adventure, Fantasy",TV,12,6.95,81738,27364,8
538,Shin Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen",TV,26,6.95,22621,27364,7
423,Stratos 4 Advance,"Comedy, Military, Sci-Fi, Shounen",OVA,6,6.95,2448,27364,6
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",TV,12,6.95,30723,27364,-1
9005,To Heart 2 Adnext,"Comedy, Harem, Romance",OVA,2,6.95,2826,27364,7
109,Bakuretsu Tenshi,"Adventure, Comedy, Mecha, Sci-Fi",TV,24,6.94,48551,27364,-1
25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,"Comedy, Ecchi, Fantasy, Magic",Special,5,6.95,13480,27364,-1
25719,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.","Comedy, Seinen",Special,1,6.94,6615,27364,-1
1654,Kashimashi: Girl Meets Girl OVA,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",OVA,1,6.94,10910,27364,-1
23945,Majimoji Rurumo,"Comedy, Ecchi, Fantasy, Magic, School, Shounen",TV,12,6.94,38952,27364,-1
1018,Majutsushi Orphen: Revenge,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,23,6.94,9126,27364,7
9618,Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,6.93,24545,27364,9
8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.93,953,27364,-1
62,D.C.: Da Capo,"Drama, Harem, Magic, Romance",TV,26,6.93,49909,27364,7
